id,memberId,skuId,skuCategory,skuPrice,createdDateTime
468d6934-902a-44c1-8376-b6b2597e1d75,ac5d314d-5394-4496-9ccc-99fd09ace78a,b914fe58-21bb-4d8b-8da1-79073b2e3636,DECORATIONS,3025.54,2023-04-18T17:24:26.207042+08:00
2b50d0f0-b68a-4a2b-927c-e7a262fbec79,e7960fe1-8c7a-4215-892f-8140930e128e,cb5d5c51-d2a5-46ee-84f3-d7458cb4a3b0,DECORATIONS,382.75,2023-04-18T17:24:26.207212+08:00
4c527ff3-4db8-43c3-b7a5-327679b273bd,cebabe10-3833-43fc-b859-93376e3d9c4a,b2763cc2-b904-4bf7-b601-718654d37576,DECORATIONS,1819.65,2023-04-18T17:24:26.207291+08:00
fa2232b3-6f43-413a-9d6c-4208cfcc250d,24cb3fc2-3bed-4551-866b-0bd9104ca2a0,62264eec-922c-4e16-9aac-72a63e0d0530,OUTFITS,5828.22,2023-04-18T17:24:26.207384+08:00
1aa2c108-5cd8-4c3e-bd4b-379cce60fc7c,e738bc9a-6c7f-4a40-9da1-5505f9bd8184,b03670f4-9688-48a5-a442-c05bdd35cd83,FIGURES,586.11,2023-04-18T17:24:26.207457+08:00
9a355fca-3018-42f2-92a1-b6e91a374c5b,099addea-a322-4ed3-9684-6d743620633a,82c1bd36-55d4-4355-a4e6-86860f920641,KITCHEN_ACCESSORIES,4875.08,2023-04-18T17:24:26.207551+08:00
6be927f1-7ef0-460a-b7bb-b6c02c8d73fc,e738bc9a-6c7f-4a40-9da1-5505f9bd8184,062c3ea5-32ff-4b12-aa4b-db7c8ae1bc68,KITCHEN_ACCESSORIES,528.28,2023-04-18T17:24:26.207664+08:00
5c1000c8-284a-48d5-ac60-35688ebfbdf6,b57fe6a2-cc68-44b0-b0b2-a0a5b7568f78,b08da53a-49ed-4415-95e1-7f56912a1a9d,FIGURES,7161.86,2023-04-18T17:24:26.207737+08:00
03c072e5-a153-4519-a0e3-cb73370833c4,24cb3fc2-3bed-4551-866b-0bd9104ca2a0,b9904481-48ab-4a3a-aba7-f4555bad8c8a,DECORATIONS,2731.18,2023-04-18T17:24:26.207829+08:00
57ebe8cf-f4e1-4185-b75d-345bef603b3b,5df8d3a2-f2dd-439c-bc08-d02bace82688,8b048fdc-0863-4b7a-ba4e-9795fdbc5633,KITCHEN_ACCESSORIES,4140.73,2023-04-18T17:24:26.207901+08:00
0cbfa077-bd58-455e-9ae3-6fe02ee4c452,7b32f818-62f8-44a4-8326-26d82afe59cc,3f89f25c-b5f1-40de-bfc9-f70235b47fd4,OUTFITS,2973.33,2023-04-18T17:24:26.207994+08:00
e0aa092a-7683-439c-a7f7-e12ff3c1b49f,09bce5da-f789-4cd2-95aa-9859fe585dc0,67a380a2-668f-422e-b4f1-fa2c06f9af0d,OUTFITS,4993.07,2023-04-18T17:24:26.208085+08:00
cc3901d2-708a-4117-bd56-7fd9527b0898,24cb3fc2-3bed-4551-866b-0bd9104ca2a0,75b20d93-8021-434c-ad13-c35aec344b22,KITCHEN_ACCESSORIES,3231.33,2023-04-18T17:24:26.208156+08:00
7fd86c3a-b502-4c93-b39b-7f7d40c2007d,43c47205-962c-49a2-aca9-e8d02e0db2fe,0e0a77b6-a753-4de4-9f27-1e8bd1d5b082,ACCESSORIES,4325.26,2023-04-18T17:24:26.208247+08:00
cb098ce5-49ae-4acf-ac57-834b00f6f08a,58d524c2-e392-4a6f-b52b-dee923c82eb8,572e2cc0-afc1-4d41-a6da-96d9e30b5c63,OUTFITS,3046.33,2023-04-18T17:24:26.208330+08:00
45cfac83-e7ce-436b-b705-d9d14a8b6932,b57fe6a2-cc68-44b0-b0b2-a0a5b7568f78,abcab336-729a-4afb-96c5-47770007f393,FIGURES,327.38,2023-04-18T17:24:26.208422+08:00
3d2b5274-2894-4bdf-853e-e86ae612f361,58d524c2-e392-4a6f-b52b-dee923c82eb8,40feab50-cb8b-420d-bf91-2659ca1e142e,DECORATIONS,4642.50,2023-04-18T17:24:26.208512+08:00
22de17ce-e7ed-402e-8f1a-d3c84d08238b,5df8d3a2-f2dd-439c-bc08-d02bace82688,c946e244-fdf7-494a-bd4c-c77e3e13d377,FIGURES,3203.98,2023-04-18T17:24:26.208586+08:00
38ea393f-8a3c-451b-aacf-9f808cd546f3,2fdbec64-f44c-4aa1-85eb-1b82442814bf,c67d6be3-6283-4457-9c5d-f8ca2070c9c0,FIGURES,9346.77,2023-04-18T17:24:26.208683+08:00
080a84ab-2f93-4c7d-9b93-f61862e4f6ed,d4e0e6c2-599d-4285-bc85-da34ddf7e1d7,aaba8176-3602-4b2f-a80b-f64f3e933a66,DECORATIONS,2417.00,2023-04-18T17:24:26.208865+08:00
af1dc96b-393f-4cc1-b7ca-2e5383fa498d,7b32f818-62f8-44a4-8326-26d82afe59cc,c422b818-5839-4770-a735-f2920e8b4738,FIGURES,9249.41,2023-04-18T17:24:26.209011+08:00
03801813-df83-49e7-b211-4ff6feb2bff4,43c47205-962c-49a2-aca9-e8d02e0db2fe,f265b277-db42-491b-a053-910907970fb9,OUTFITS,7706.61,2023-04-18T17:24:26.209212+08:00
418d4cd0-e315-4a57-902d-df939838008a,09bce5da-f789-4cd2-95aa-9859fe585dc0,cdbdbaff-0e12-49d7-b9ed-8852b038e78e,ACCESSORIES,7243.64,2023-04-18T17:24:26.209309+08:00
79adb380-f44b-4b1e-b08b-11965d65baf4,8ec4a399-3a73-4ddb-ac44-9733c2ba927f,d3d2039d-2410-4470-a536-a9859f844806,ACCESSORIES,3516.13,2023-04-18T17:24:26.209418+08:00
661ec552-6e40-44bf-9279-8e8ff9476adf,8ec4a399-3a73-4ddb-ac44-9733c2ba927f,27ba0e1f-7fd7-4a23-9490-4e41dfb83b5c,OUTFITS,722.07,2023-04-18T17:24:26.209490+08:00
05161de5-8fa0-4e5e-9812-517f3d6d483a,8ec4a399-3a73-4ddb-ac44-9733c2ba927f,acafeace-3e82-4612-8ff0-cecfecc94b70,DECORATIONS,8292.37,2023-04-18T17:24:26.209584+08:00
b4acead6-f7fb-47ea-b929-a97602d6b038,ac5d314d-5394-4496-9ccc-99fd09ace78a,f5082549-bf5a-47cf-b038-554fb7eee298,DECORATIONS,8915.89,2023-04-18T17:24:26.209676+08:00
ec3db0ac-29b8-4f61-9637-9e8c4465961f,8ec4a399-3a73-4ddb-ac44-9733c2ba927f,f633489a-8828-4a16-b15e-4bea12145898,ACCESSORIES,572.22,2023-04-18T17:24:26.209768+08:00
07fa28ca-9a82-4694-9f9c-982dd80b92da,b57fe6a2-cc68-44b0-b0b2-a0a5b7568f78,19888113-9c8b-41bc-81cf-92a11817439f,OUTFITS,1751.47,2023-04-18T17:24:26.209896+08:00
7922dec0-e2ab-4172-8470-36866a22f653,3ec3f874-9240-47bc-98ec-a0163b617166,9f840702-e50b-490b-8cc5-489955671934,FIGURES,1061.12,2023-04-18T17:24:26.209969+08:00
a41508b5-499f-43f3-b87c-f9558e8101c9,43c47205-962c-49a2-aca9-e8d02e0db2fe,89541188-6f85-4a7d-a960-62c7fed8757d,KITCHEN_ACCESSORIES,8156.84,2023-04-18T17:24:26.210081+08:00
ab11dc69-f085-472e-8fea-af0fe46c947e,6bcec7ce-f428-4cbc-bd48-42284dac891d,332b9dd3-2311-478e-8197-f9328c5e5b53,KITCHEN_ACCESSORIES,6137.76,2023-04-18T17:24:26.210176+08:00
962cbb40-cb83-4cf6-b38d-cfed4b8fb38a,ac5d314d-5394-4496-9ccc-99fd09ace78a,bf53c28d-1921-41ad-9eb4-d21fae20f5e0,FIGURES,5718.29,2023-04-18T17:24:26.210314+08:00
bd5c75af-ec0d-4e71-8d99-05f933b0eddf,3ec3f874-9240-47bc-98ec-a0163b617166,6f2df77f-1b2e-4eb0-8052-4cd210fbdabf,DECORATIONS,1133.62,2023-04-18T17:24:26.210440+08:00
443aaeea-4d63-48f8-820b-2cc10ed9982d,09bce5da-f789-4cd2-95aa-9859fe585dc0,eb58f651-b19e-462e-8192-cd306394d834,ACCESSORIES,8874.93,2023-04-18T17:24:26.210514+08:00
8a0ee2af-3db7-4041-b382-71ab15a9fc76,d03f0d92-f57c-4008-9f6c-8ec1f8a38376,fe991f60-4419-46a6-a88d-4de2535159cb,OUTFITS,3274.12,2023-04-18T17:24:26.210602+08:00
b98e0114-f1e2-4157-8bd9-86f4241250d2,6ffc2742-24cf-413f-a279-5621d3dbb53f,14292ccb-d056-4adb-9b50-7fbb469e9fe8,KITCHEN_ACCESSORIES,2525.71,2023-04-18T17:24:26.210692+08:00
f8aa7fa1-333f-4e38-a069-defe7e904b93,2fdbec64-f44c-4aa1-85eb-1b82442814bf,4212cde5-1e7f-42bc-8bc0-02d330b73132,OUTFITS,3321.45,2023-04-18T17:24:26.210765+08:00
af957076-95aa-4d28-a293-24ab7469799d,cebabe10-3833-43fc-b859-93376e3d9c4a,c66619da-3369-42fb-94f7-b50db7652a04,KITCHEN_ACCESSORIES,9010.81,2023-04-18T17:24:26.210880+08:00
79c43589-4d98-4d17-a231-bc916228acb0,cebabe10-3833-43fc-b859-93376e3d9c4a,b2bbdd3a-2471-4387-a6b6-ace9a8d6fac0,DECORATIONS,1517.13,2023-04-18T17:24:26.210953+08:00
a74b1f0b-ba89-4e11-838d-c23515ac3f0a,2fdbec64-f44c-4aa1-85eb-1b82442814bf,778e0035-3277-4b04-87f0-f285dc73ebbe,KITCHEN_ACCESSORIES,1545.13,2023-04-18T17:24:26.211026+08:00
ea29691c-6d78-4880-9ce7-f3bec3b2174b,24cb3fc2-3bed-4551-866b-0bd9104ca2a0,8f658894-466f-428b-8bd2-f5826880acfb,DECORATIONS,8444.78,2023-04-18T17:24:26.211176+08:00
fda92a97-21b5-4278-a25b-b369ce6f3518,2fdbec64-f44c-4aa1-85eb-1b82442814bf,8e967bea-9906-4bf0-ab53-a3653f7821c1,DECORATIONS,3908.26,2023-04-18T17:24:26.211253+08:00
